"purchase_id","player_id","purchase_amount","purchase_date","payment_method","days_since_install","purchase_segment","is_first_purchase","data_version","created_at"
"2747eb05-ad4e-4ed1-94d0-5e6625081f5f","cc6c4a04-ea3d-4ece-89ff-596fc09e244f",14.61,"2025-06-17","Credit Card",25,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2752cc58-83a5-4868-b3fb-c17a58c8d939","77d65000-a236-403e-b041-b85077b2fea5",2.04,"2025-04-26","Debit Card",15,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"27628728-9b44-44cc-a142-9d15d463b85e","f07547e7-563a-4093-ac29-91b2cf11a3dc",16.87,"2025-08-09","Gift Card",7,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"27667bdc-8cd5-433b-9017-264f1f5b7339","fc03b9c7-7ff2-415e-8c3e-d7e182f4ed00",1.79,"2025-02-24","Apple Pay",20,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"28255b67-ca2d-4259-966e-fb27454da0f8","bdafd862-0e72-49d4-a267-888cf3d728d2",6.80,"2025-08-01","Credit Card",30,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"28677518-e2e0-4e8d-800e-69fb4e6a2603","a4e55660-9a6b-4d79-a4ec-922118f0cb55",12.26,"2025-07-24","Debit Card",17,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"289539dc-1007-4d9f-8abe-dea52fddf787","a455148d-bf30-47b8-aae1-fd081336cd6a",455.36,"2025-08-12","Paypal",3,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"28b869d2-ee3b-4ff0-a0a5-5b3173a1f583","1757240a-d902-4879-9a88-20ea36620534",4.19,"2025-07-09","Apple Pay",27,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"28dd575b-ee1e-4bdc-853d-6fbbf9a4d374","65b218c9-f8d7-4b7d-b322-1c3f9870601f",15.74,"2025-01-25","Debit Card",30,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"28e35aed-2a6d-477e-9f84-f2133e622159","c906eb00-fb33-4bf2-97a4-311634cd0d7a",14.77,"2025-07-25","Carrier Billing",14,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"28e7fb8c-a2e2-4327-9a09-e4ab5b1abb25","7661cdd7-11fd-4403-8843-0c4257a361a6",17.99,"2025-05-23","Paypal",28,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"29237007-7c49-4c31-bbee-08d54502d736","6ec9be3f-31d2-49f8-a479-ce300135907e",136.67,"2025-06-02","Google Pay",0,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"29362294-c067-4e51-a4cb-1e597fb0bc9e","01baebd9-1718-4fc5-9df6-4b85776d3237",18.69,"2025-02-15","Credit Card",8,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"29375536-358f-4daf-bc97-95c83107fca9","2c5be385-0f9f-47bc-ac90-a0b1e0ead0ef",14.24,"2025-03-15","Debit Card",0,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"296c0af4-bf8a-4f5f-90ec-782287049dce","e4288964-db6f-4498-9361-a732b83ad869",1.04,"2025-08-09","Google Pay",21,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2978f5eb-d675-4081-971b-2136c2cc9cc3","167394a9-0531-46ea-bbf3-f3847ef6a9aa",2.91,"2025-01-19","Apple Pay",19,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"297df1e9-83e3-40e4-ac45-e6a529f37882","efb66fcd-1a3a-477f-9b76-44f8450d0dd5",6.07,"2025-01-17","Apple Pay",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"29a7198d-f131-4e2b-a313-9d5bc7082c42","63121fbf-0cc3-4bda-8a41-bf7d180ff74c",3.78,"2025-05-20","Apple Pay",14,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"29acce1d-7f62-41cd-8615-3316c7cc35f2","446992ff-ae43-4b3c-befe-68c376b0b96d",2.97,"2025-02-28","Gift Card",4,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"29b8bc13-4340-42a4-a4d1-3d16423d9525","6d9d90e8-bf22-4737-af77-504f76a421cc",420.11,"2025-04-09","Gift Card",15,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"29eec52d-68f4-4b7b-86f5-88069da28ad7","adf3f2d8-4637-407a-831b-10034fdeff32",16.18,"2025-04-22","Debit Card",2,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2a1469c4-6060-40d5-8986-3b379860c792","cbf9870d-b1d2-4026-af0e-6d1a59f83208",6.11,"2025-06-06","Google Pay",21,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2a3ab56a-587b-4894-98cd-d25fc5feb3d2","8cf0c9cd-2d4c-4ec0-8df9-cc856f1d7310",11.60,"2025-01-07","Gift Card",4,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2a3ebeeb-ff42-4830-b1fe-fcc49d42b8c3","4472a10a-edfb-4768-be6d-a6812933b884",16.86,"2025-04-08","Gift Card",27,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2a440799-cd2c-4877-8719-dcb927021c61","d36f967c-d69d-412b-ac5c-ace5c9c4c756",15.58,"2025-05-31","Gift Card",3,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2a51ace0-0b97-4e84-b85d-0da9deb11e15","b3788fbb-9101-41a9-95f3-6a203cb42f26",1869.10,"2025-04-21","Gift Card",10,"Whale",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2a562d10-65cd-492d-8500-c946b9187f92","f437837f-3ad7-4e5d-bf5f-8df4bf34b9df",15.29,"2025-07-25","Google Pay",6,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2a6325b2-79f7-4812-974e-3499566edf8c","f8d5fbe7-a60b-4c3f-ae65-c3804d99418a",13.46,"2025-04-08","Carrier Billing",7,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2a8333b9-de34-44a1-b8c6-a69abd3408c3","d4dbf507-4878-4ef9-aee1-7e4aff6b5436",15.54,"2025-07-11","Gift Card",20,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2a83a9f5-a5b4-4161-a2ea-f53b8d26d553","7c4108b7-3c85-4404-99d9-b5d38542541c",17.56,"2025-02-17","Credit Card",18,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2aa3c65d-e152-4f46-8dd7-1e9679ddf728","7af7e639-8d79-4928-860e-8a06402775e7",3521.50,"2025-07-12","Paypal",24,"Whale",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2aad040d-bdb4-4cee-926c-b7bac765a67e","3f475e89-2078-4504-9c6b-f78ec72da43c",11.87,"2025-03-29","Google Pay",12,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2ac0844b-9d6e-4609-b047-c342a5c1962c","3656b776-3274-4b54-a510-f6ae36c4d828",3.71,"2025-06-16","Debit Card",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2ac859c9-09d3-4939-85c6-fa467156468e","2f521883-7791-4f7c-8640-cb832adf21e0",2129.13,"2025-02-03","Gift Card",24,"Whale",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2af300e0-2866-4e4b-8c8c-76505a7b251e","e33c8612-8918-4b80-9e6e-5a0a0968d134",8.14,"2025-01-23","Apple Pay",20,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2af7ccd7-8c32-4991-a3d6-e1f5c28e3af7","c659aa34-dbbf-4724-b02f-9eeadca88767",3.91,"2025-04-01","Gift Card",25,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2b02c86a-5e85-4e4f-8a36-e889f9e05435","9a2df3b8-3d1b-400e-ae90-b47e9ffc71cb",201.31,"2025-02-07","Google Pay",1,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2b1fdd2e-fdfb-4742-aede-93087717b193","5bf02d80-b242-4a52-821e-7a7f9075e03d",12.02,"2025-05-31","Debit Card",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2b20d515-b371-459c-b8b1-2b2cf52fa22b","736e8afb-22c0-4f70-9acc-1fb09b426011",9.22,"2025-02-08","Google Pay",5,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2b2d8b7a-83e5-4a99-80a2-1910791a2b80","323a1fea-5e4c-478a-8b29-60cbad346bef",4.69,"2025-07-06","Credit Card",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2b3525d3-3e5b-4772-bc31-52fb61ba3a7b","8e1c8ff2-9584-4363-9019-641f1369de98",7.15,"2025-03-02","Google Pay",3,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2b3ba497-9f05-4a90-a8cd-eef10693a823","95c7fecb-f1e2-4a8f-b74f-a1535c460759",13.19,"2025-06-23","Carrier Billing",23,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2b6d6ac4-d4b4-44b3-b8ff-56db33795dda","b05ce854-bc08-4fe0-a4cd-f9f018d7dd11",15.17,"2025-05-11","Debit Card",3,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2b925e97-d259-46e8-a109-f8e3b3fb21a8","98234b79-1f65-4c09-ba17-5d390e9d2c66",5.38,"2025-05-16","Google Pay",3,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2babb560-2fe6-4f54-94b8-caad5b00c20b","3c542eeb-8331-4738-8805-655fd0b4a4f5",13.86,"2025-03-24","Credit Card",20,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2bcbbffe-436f-4865-9bd5-263e547e7210","608d9f0b-26ca-40ca-bef1-8028a610efd5",11.13,"2025-01-12","Debit Card",26,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2bcf5334-8915-4ec7-80ef-b8cd60db3436","1bd97852-263c-43ed-afbd-515619bb6713",15.85,"2025-08-09","Google Pay",12,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2bd0a72c-eacc-48e9-b3d0-76005171878e","1565a796-7c23-4ab3-aaf0-e7e59f29a1b7",2.83,"2025-01-06","Apple Pay",15,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2bd534bd-b539-4b3e-a9bf-567dd878368a","bcb33555-198e-4780-a7a2-f6977b28fc49",4.07,"2025-04-27","Debit Card",19,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2bdf7657-2191-4d8a-8cf0-08b85a97b3b2","fab2f4d3-ab0b-4100-96a2-07e9c49efb33",4.30,"2025-05-24","Credit Card",8,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2c2996b4-0512-4c01-8154-c3da4884408b","083568a2-dfb9-43b0-af5c-e32f4b90c0a6",14.94,"2025-07-15","Apple Pay",20,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2c395711-e0f2-49ff-96fd-9c694348d7ac","900ab6a2-9cf5-4843-b05d-5560247e81a5",9.02,"2025-02-05","Credit Card",27,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2c3fe5fa-8cb3-44d4-9c9a-6c1d407ef55f","8a91fa57-d4e4-43e9-8684-456b108237d6",9.97,"2025-01-16","Paypal",26,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2c677756-803c-42da-b2a0-32c4b9abc49a","9e37fe90-c93d-4793-b40b-a1558f86d5e9",4.45,"2025-02-12","Paypal",9,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2c7ea35e-9499-4e06-89f1-cc1ef6ebfe85","3b3cd1ba-5b63-4914-920c-3448046d34e6",478.26,"2025-05-30","Credit Card",13,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2c84682d-ec5f-4c4a-a72c-de409426eb78","f2e2cc70-25bd-42ca-94b0-74c570fed7c5",11.24,"2025-07-30","Debit Card",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2cc02001-a658-4e0d-abf6-076d83acb47a","0d7738a9-ea6b-4405-9eca-2707cd020942",372.97,"2025-05-17","Carrier Billing",10,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2cc07ee0-be33-4355-a31f-1cf7ca852597","43154dfe-245e-4f69-9ac3-021f293378f7",197.44,"2025-05-09","Google Pay",4,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2cee2f64-ab4e-4370-862c-2a789639c912","76942819-bc08-40cf-955e-3d63a468511b",3.66,"2025-04-30","Credit Card",7,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2cfefc4c-b065-4780-a807-c2291475d50d","80ac7f14-1354-4177-a4a8-bb4e4cf1d0b0",19.32,"2025-06-28","Google Pay",22,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2cff25c0-3d41-45ce-9536-113e4a3b6304","a840b24b-8ed9-4dfd-8765-37ffff204b17",344.21,"2025-02-19","Carrier Billing",30,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2cff9925-b45e-4386-a366-28e920685965","98e95b5c-06a6-45c0-8b4b-5c20df6b02cf",485.20,"2025-03-23","Google Pay",13,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2d022e91-1e18-4a3c-8f7a-08bbfe476fc0","e1cf8e7e-e1f9-428b-8b50-48f264d57d1f",11.42,"2025-03-23","Debit Card",21,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2d14fa43-21cd-4e74-a99a-662bad0efd83","6c2a5488-7147-4d3b-b05d-73991b8c8730",2115.84,"2025-07-05","Paypal",15,"Whale",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2d286212-7b5f-40c0-9d78-0528e322e121","d929594c-830d-4afb-a87a-f5e990c30243",9.20,"2025-05-09","Credit Card",22,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2d376c27-ec7f-40d4-97f5-4040e15eeb8b","6ac015bd-4f54-48f9-93bf-98744284e3b8",2.94,"2025-03-08","Apple Pay",16,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2d5e26af-2aa7-4580-9f5a-401f3f14a2c7","7a8c0e78-c8c3-4f96-a1f6-c2c8644bc63b",386.88,"2025-06-08","Carrier Billing",28,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2d785f2c-1d98-493d-a6ed-48eab723d449","60e7f09c-539f-427a-957f-39e654f28c3c",150.98,"2025-04-06","Carrier Billing",26,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2d8b5773-a4a2-49b5-a246-b3a642e0a779","e4e1630a-7842-491a-a744-c0426e44bb9f",19.72,"2025-08-02","Paypal",29,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2da1d87a-c73f-4adf-adc7-dae5dcecf4f9","79a16685-0b0e-4e70-a8a6-8c2af0fd30fd",421.74,"2025-06-15","Paypal",8,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2daf499d-7940-4411-8a98-bc338b96a08d","9250ed0e-f5e4-42e4-ac17-9153a933f87a",8.67,"2025-01-15","Gift Card",23,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2db5256a-bc14-44ec-a747-0e1ea232ae0e","65b7cf54-387a-4812-a11d-8af9c36a7d92",6.84,"2025-05-23","Carrier Billing",15,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2dcddd82-5457-45b9-b287-0833edee18a7","8db3d731-7534-4b3d-bf5b-548f40aeb9d4",9.56,"2025-06-24","Credit Card",25,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2dceb898-78b1-4510-8781-29366a7abe97","bf6fc14e-16f4-49a0-bdc6-fbc17601e6a7",10.64,"2025-06-01","Apple Pay",18,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2df939fa-8dfd-44e8-b5db-a53b4b731e02","a765cb4c-9957-4fe3-bba9-66fb1eab1fd7",385.96,"2025-07-24","Gift Card",26,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2dfd3f6e-3dcd-4034-8ec3-87aab4724266","001cfbcf-9cba-4fa0-a8fe-b379a494392b",11.86,"2025-03-13","Credit Card",21,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2dfd7896-6492-48e0-8a2f-148e4cdd3119","b9a10ed6-7c78-446e-a623-cd9f951ba0db",18.39,"2025-08-08","Apple Pay",14,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2e01d2cc-bf69-4be3-8a76-08c70ba44610","389ce00a-369a-495c-a501-890eb27fe70b",9.11,"2025-08-03","Debit Card",21,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2e3f74fd-9a6f-4e54-bb21-32923c9693d5","fd0ea442-3442-4c8d-84dd-630d06685b16",43.18,"2025-02-05","Carrier Billing",20,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2e890afc-aa42-4fa6-ab15-9916b4f88c6f","f28de778-3de2-4969-afd1-f4a6ad2e5c29",13.64,"2025-06-17","Carrier Billing",10,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2ea286d7-1c93-4d7d-8410-53b79da607fb","ad1b2766-2bc6-47bf-a5ee-22a2ff03850d",15.91,"2025-03-19","Google Pay",12,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2ea62f3c-a5fb-401e-9eb8-2245f26af3f9","864c4b84-1268-49d9-a025-738b6d45fdb2",5.84,"2025-07-18","Apple Pay",19,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2eac0f3e-4c13-4756-a768-14e69e19a67e","a6eccba4-c776-4d6d-97b0-facfb3198010",11.66,"2025-01-10","Debit Card",20,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2eae11c3-04e5-4277-aa93-8de746432c2d","2f9b59a8-8fa4-48cf-abec-3f3dd76aaf86",16.90,"2025-03-23","Paypal",5,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2eb73d82-0854-4a10-8978-b3815eed7ed6","735984ac-63fc-4fe0-9d03-c5ef68b74f0e",7.30,"2025-03-11","Carrier Billing",16,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2ec72d70-2709-4897-a6cc-ce54e71bd5b8","d7b8a563-a467-4b0a-ad49-476e778e2417",4.60,"2025-06-08","Carrier Billing",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2ecea520-1cc7-4566-a359-34eefb62c636","56e49d8d-8229-4c83-bbf9-a5339ee750d0",15.50,"2025-05-04","Google Pay",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2ee87abf-2df6-43a0-9c81-9e3bb831bb23","8bb311d8-4636-4e56-9ca1-91c7a26b4479",19.06,"2025-05-10","Apple Pay",1,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2ef5100f-c353-4522-8b2f-784acc0837a0","16fc4b38-27db-49f5-8d47-dce51a0a2fcc",0.26,"2025-07-25","Paypal",22,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2f02bfb0-7b19-40d2-b021-b7caf0733218","ef6dfc4d-b4a3-4a4b-8c2a-81b6d3a8e561",67.85,"2025-05-15","Carrier Billing",0,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2f37084e-9dec-484a-b25f-3cd65a061ebf","ba8e2c67-c8d7-4eea-9140-de8b5a8c7408",16.22,"2025-05-28","Apple Pay",2,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2f3f6b3c-ddb8-4a92-a1cf-f57dd47f93cf","9de29aeb-075b-462d-9049-72133694847a",19.93,"2025-03-09","Apple Pay",9,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2f435ed1-1b23-4eef-98a0-1d2140e506af","03de28ff-caf8-4566-8951-96a2e542741b",89.86,"2025-02-22","Paypal",5,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2f485e2c-52e9-4327-9b8b-6ce581fcef6d","2c90dbed-1759-45c8-b435-236ff7d58d49",15.00,"2025-02-02","Apple Pay",9,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2f686a52-49c9-46ba-9a25-c70f019b2791","0f9437a4-2879-423d-8723-bdf7cc50fe53",114.11,"2025-03-16","Carrier Billing",15,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2f874c38-393b-46cd-92b3-cc98987dbc29","e1df9fea-65b2-4495-92a8-144c552a29b4",0.57,"2025-05-24","Carrier Billing",11,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2faf35ad-3349-4dea-a11d-a271017d8fc5","f88a5b42-33fd-4eec-bf9a-2780be00a226",8.43,"2025-07-15","Paypal",16,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2fb7afeb-ad6c-4229-a6b5-741eec0f2040","ba088fc0-00c7-4181-9c31-b6751f79d52d",71.81,"2025-07-13","Paypal",22,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2fce3ca7-52db-49c1-8981-c9179a32b53d","6b1958ef-93cf-404f-9c31-183bea669aa9",496.31,"2025-07-05","Carrier Billing",24,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2fe070e1-7bb2-45f7-9de4-03f4b05f50a1","f3ede31c-cff2-4fa1-b06d-fcdcf4bb43f1",9.98,"2025-07-09","Gift Card",19,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"2fe27996-b548-4890-bc46-5e5642ccd259","45c2f1a6-698a-4fdf-8c71-3d563591fb5c",13.00,"2025-03-27","Debit Card",19,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"300a85c6-40e7-4cd4-b8b9-5816865a6063","8e9af77d-0352-4e83-8e1d-2c2abd76ce03",9.59,"2025-04-25","Apple Pay",26,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"3021d407-475b-4ef6-8e13-4b9c2c38b18c","8e0e9a50-cbaa-42f2-be83-88b090b86594",19.28,"2025-01-03","Debit Card",30,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"302eed78-23ba-4ffe-b738-f40c98731529","02d04932-a2f6-4e5f-b61e-1c68e4b0c691",12.72,"2025-07-13","Credit Card",4,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"30310567-0665-47b2-ad7b-b0b44659ac29","b82170c4-b8f8-42fc-8bc7-13d3d49f5a66",16.12,"2025-05-26","Credit Card",18,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"30331909-8d8a-478b-bc9d-83bd0e404acf","5aae9913-16e2-439e-a1bc-7b65979a5939",14.22,"2025-08-07","Credit Card",18,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"3034b242-a967-496f-83b8-eabd7e67cee1","796e52e0-cbb2-4074-a2cd-c6f7e5885447",5.94,"2025-06-19","Debit Card",25,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"303cc748-fbd8-49da-9e2b-2c940f2cd91f","5cde96b9-dc03-47ed-9e55-d2863c33e481",5.62,"2025-04-13","Credit Card",9,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"306a7a3e-c68f-4fbd-b570-eeb6dc304c0f","ac25e39a-1a50-435e-a9db-d8d43aa6ac4f",6.84,"2025-01-13","Carrier Billing",8,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"30a1db1e-a0ab-486d-99ea-f1a90cfa0514","abfce92e-3a04-4839-8d1f-bdc29fb32a85",4.27,"2025-01-24","Apple Pay",20,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"30ecf77d-5994-4bb8-b06d-dee5838c4d4e","06a6a1ae-71fc-4a4b-a1d3-51332936408c",15.58,"2025-06-06","Paypal",21,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"30ef1dca-66df-45ab-a3ca-ff5db6ab9a1a","cf1a51ba-7fc9-48e7-b5c2-1c8158532bd0",2.94,"2025-05-15","Gift Card",12,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"30f1d9c1-5efe-4a53-afa5-79a106589a66","3685632a-337d-4504-ab85-c8e735ec80d3",1.14,"2025-04-02","Carrier Billing",9,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"30f4eeaf-2e06-4ff2-b1d9-b59f0dc46a3e","1e92c603-42d7-4475-9428-139f8065362c",9.78,"2025-05-16","Debit Card",5,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"30ffd9fc-bb49-4bae-b7c2-1e15a8eae4c4","f0cc787f-f4e0-414a-b0e3-be8330325af2",17.49,"2025-05-10","Apple Pay",15,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"3116bf8b-7867-492b-a770-def51145be5e","c8543d7c-0a1c-4b9d-93c2-5f55db321851",7.35,"2025-07-05","Gift Card",19,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"311adb0e-80ef-4e18-aee7-2e8f399c8920","8a1a086a-4ec0-4541-a9f6-51b283cf64b8",1.45,"2025-05-30","Debit Card",18,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"313d9279-9976-48a7-bdae-986796f7c8c5","f51eac21-0215-4ea8-a6ed-1b07453e5621",18.68,"2025-04-10","Apple Pay",4,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"3168f0e3-0bef-4a10-bbf0-92bc4a276c3c","064c05ce-cd42-4d00-a86f-fe8ad7685035",14.37,"2025-05-04","Debit Card",0,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"31699599-2180-4f45-975e-1fa673d233ea","dc4035b0-6595-48d9-b6ae-380f1bdfb39d",18.21,"2025-05-21","Gift Card",20,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"3183f43e-0c11-4a83-adbb-85db0d086312","75b7b6ff-dfe8-43f9-8d39-27a10d385eac",2.89,"2025-06-02","Credit Card",3,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"3187ade2-e1da-4327-9008-919835ab9c37","ee4fbc27-6985-42cb-89a5-aa1414aec082",1.54,"2025-06-18","Credit Card",7,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"31a5342d-6a98-43d8-b4d3-e2a2ea01dd32","efac5e0e-317f-4d7d-a46e-88174a98052a",6.93,"2025-04-11","Debit Card",11,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"31ae6845-11aa-4195-96a6-c79f6be22896","078c53b3-d2f8-4587-a779-d66661ed6351",5.88,"2025-08-12","Credit Card",19,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"31e4b75b-a720-4092-86eb-85d6c5dd7747","f65461f7-07c5-4b43-9b1f-81463a52d81e",6.98,"2025-02-06","Debit Card",28,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"3207995e-5e6c-46f1-9d85-7ac61ab33d9b","d5f4b401-ebf2-462f-a46a-ed4f54f6bcf9",8.12,"2025-05-15","Debit Card",22,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"321eab6c-2eac-4785-96e6-f218ec747370","99e335a1-9eeb-4b03-b5a8-44acbd72faf5",15.85,"2025-07-10","Gift Card",11,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
